id,title,description,url,street_address,locality,region,postal_code,country,latitude,longitude,email,telephone,events_count
202391987,Washington Square Mall food court,http://www.shopwashingtonsquare.com/map.asp?id=233&s=m02b,http://www.shopwashingtonsquare.com,9585 SW Washington Square Rd,Portland,OR ,97223,US,45.45025,-122.7835,,,17
202391991,"University of Portland, Shiley Hall, Room 124",,,5000 N. Willamette Blvd.,Portland,Oregon,97203 ,US,45.57421,-122.7242,,,1
202391992,Portland Development Commission,null,null,222 NW Fifth Avenue,Portland,Oregon,97209,United States,45.5247,-122.675,null,null,24
202391993,George Fox University,null,null,12753 SW 68th Ave.,Portland,Oregon,null,United States,45.428,-122.747,null,null,5
202391994,1719 W Burnside St.,The old A-Ball Plumbing Supply Building.,"http://maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=1719+west+burnside,+portland,+Or&sll=37.0625,-95.677068&sspn=38.638819,87.890625&ie=UTF8&hq=&hnear=1719+W+Burnside+St,+Portland,+Multnomah,+Oregon+97209&view=map",1719 W Burnside St.,Portland,OR,97209,US,45.52311,-122.6885,business@smashputt.com,,3
202391995,Regal Cinemas Bridgeport Village Stadium 18 & IMAX,IMAX3D Theatre,http://www.imax.com/,7329 SW Bridgeport Rd,Tigard,OR,97224,US,45.39478,-122.752,info@imax.com,(800) 326-3264,1
202391997,Perkins & Company,,,"1211 SW Fifth Ave, Suite 1000",Portland,OR,97204,US,45.51522,-122.6799,,503-222-2270,4
202392000,PSU Urban Plaza,,,506 SW Mill Street ,Portland,OR,97201,US,45.51211,-122.6816,,,1
202392001,Lucky Labrador Overlook Tap Room,"This is the space formerly known as Roux. After distressing the fine dining restaurant into a comfy Labish pub, we have what we think is a great neighrborhood pub. Here's some info:\r\n\r\nFourteen beers on tap, cider, & wine\r\nMiser Monday!\r\nPizza, Sandwiches, Salads, & Soup \r\nFree Wireless w/ randomly placed plugs \r\nWe kept the elevator!\r\nOfficial Grand Opening = Friday, March 26",http://www.luckylab.com/html/directions.html#taproom,1700 N Killingsworth St,Portland,OR,97217,US,45.56255,-122.6851,,,278
202392003,BrainSilo,Portland's Hackerspace.,http://brainsilo.org,2119 N. Kerby Ave. Suite C-2,Portland,OR,97227,US,45.53823,-122.6723,,,33
202392004,Tasty & Sons,null,null,"3808 N. Williams St., Suite C",Portland,Oregon,97212,United States,45.5502,-122.667,null,null,1
202392006,IASECP Webinar,This is an online event venue.,http://www.iasecp.com/events/,5273 NE 31st avenue,Portland,OR,97211,US,45.56136,-122.6341,Barbara@iasecp.com,503-282-3694,2
202392011,Cloudability,"Everything you need to reduce costs and increase efficiency as cloud usage grows across your company. Cloudability is changing the way companies manage Cloud costs, and enabling the rapid democratization of the cloud.",https://cloudability.com,334 NW 11th Avenue,Portland,OR,97209,US,45.52566,-122.6821,https://www.cloudability.com/contact/ or info@cloudability.com,(503) 219-0660,164
202392019,Oregon Institute of Technology,"The OIT campus on Harmony Road closed in 2011 and moved to 27500 SW Parkway, Wilsonville 97070. They purchased their own building.",,7726 SE Harmony Road,Portland,OR,97222,US,45.43255,-122.5834,,,1
202392020,Moss Adams,,,805 Sw Broadway #1200,Portland,OR,97205,US,45.51843,-122.681,,,2
202392034,AHA!,,http://AHA-Writers.com,"415 West Sixth St., Suite 605",Vancouver,WA,98660,US,45.62527,-122.6754,,(360) 750-1680,6
202392038,Extracto Coffeehouse on Killingsworth,,http://www.extractocoffeehouse.com/,2921 NE Killingsworth,Portland,OR,97211,US,45.56293,-122.6354,,,10
202392039,Genie's,null,null,1101 SE Division Street,Portland,Oregon,97202,United States,45.5049,-122.655,null,null,1
202392040,Mt. Tabor Theater ,,,4811 SE Hawthorne Blvd.,Portland,OR,97214,US,45.51227,-122.6126,,,2
202392045,Cascade Microtech,,,2430 NW 206th Ave.,Beaverton,OR,97006,US,45.53709,-122.8869,,,1
202392048,/dev/null,NOT A REAL VENUE! DO NOT GO HERE! REALLY!,,Nowhere,Notown,Nostate,00000,null,null,null,,,2
202392055,"IHOP, Beaverton",,,15935 Sw Regatta Ln,Beaverton,OR,97006,US,45.51669,-122.8407,,,3
202392056,ITT Technical Institute,,,9500 Ne Cascades Pkwy,Portland,OR,97220,US,45.5724,-122.5646,,,2
202392058,Lloyd 700 Building,,,700 NE Multnomah St,Portland,OR,97214,US,45.53142,-122.6583,,,3
202392060,Capital Center,,,18640 Nw Walker Rd,Beaverton,OR,97006,US,45.52815,-122.8687,,,1
202392061,Research Club,"A multi-use space dedicated to promoting discussion, collaboration, and critical thinking among the creative, tech, and progressive communities in Portland. Available for cheap or sometimes free rental for projects and meetups of all kinds.",http://research-club.org,215 SE Morrison Suite 2020,Portland,OR,97214,US,45.51704,-122.6633,info@research-club.org,,4
202392062,CLIMB Center for Advancement ,,,1626 Se Water Ave,Portland,OR,97214,US,45.51037,-122.6649,,,2
202392065,South Park Blocks,,,,Portland,Or,97205,US,45.5166,-122.6824,,,1
202392066,"Mac Store, Beaverton",,http://www.pmug.org,3205 SW Cedar Hills Blvd,Beaverton,OR,97005,US,45.4967,-122.8087,info@pmug.org,,1
202392073,"OHSU West Campus (formerly OGI), Paul Clayton Bldg rm 410",,,20000 Nw Walker Rd,Beaverton,OR,97006,US,45.5305,-122.879,,,3
202392074,National Electrical Contractors' Association (NECA/IBEW-48),,,16021 NE Airport Way, Portland,Oregon,97230,US,45.55745,-122.4982,,,1
202392078,McKenzie Books,,http://www.mckenziebooks.com,15370 SW Millikan Way,Beaverton,OR,97006,US,45.49679,-122.8354,suupport@mckenziebooks.com,503-488-5439,1
202392080,Champions Barbershop,"The Northeast Coalition of Neighborhoods is a proud sponsor of Be One, Be Big, an event to encourage all men to meet at Champions Barbershop to get a \Champion level\ grooming and sign up to be a Big Brother to a young man in our community. Champions Barbershop is a logical choice for these community building activities since barbershops have traditionally been \...places in our community where boys grow up and become men... It's where conversation takes place in the African American community\. (Edmund Lewis, Louisiana Weekly 8/29/08) ",,3827 N.E. Martin Luther King Boulevard,Portland,OR,97212,US,45.55122,-122.6619,,,1
202392083,Grady Britton,,http://gradybritton.com/,107 SE Washington St Ste 300,Portland,Oregon,97214,United States,45.5187,-122.665,,503 228 4118,1
202392089,Hood River Hotel,,http://www.hoodriverhotel.com/welcome.html,102 Oak Avenue,Hood River,Or,97031,US,45.70887,-121.5113,,(800) 386-1859,1
202392091,New Relic,"The *27th* floor of Big Pink, three floors down from the City Grill.  (Yes, meetings used to be on 29.  New space is on 27!)",,"111 SW 5th Avenue, Suite 2700",Portland,Oregon,97204,United States,45.52246,-122.676,,,336
202392092,Ace Hotel,"Ace Hotel is in downtown Portland, Oregon, close to the Pearl District, with a Stumptown cafe and Clyde Common restaurant next door.",http://acehotel.com/portland,1022 SW Stark Street ,Portland,OR,97205,US,45.52209,-122.6816,,(503) 228-2277 ,6
202392093,Hop & Vine,,http://thehopandvine.com,1914 North Killingsworth St,Portland,OR,97217,US,45.56248,-122.6868,theHopandVine(at)gmail(dot)com,(503) 954-3322,1
202392094,Avenue Five Jewelers,,,1211 Southwest 5th Avenue,Portland,Oregon,97204,US,45.51522,-122.6799,,541.221.1472,1
202392096,AIA Center for Architecture,,,403 NW 11th Avenue,Portland,OR,97209,US,45.52596,-122.6825,,,2
202392097,RECESS Gallery,null,null,4315 SE Division St.,Portland,Oregon,null,United States,45.5053,-122.618,null,null,1
202392098,Southeast Grind,,https://workfrom.co/southeast-grind/,1223 SE Powell blvd,Portland,OR,97202,US,45.50094,-122.6525,southeastgrind@gmail.com,503-473-8703,49
202392102,Caffe Umbria,,https://workfrom.co/caffe-umbria/,303 NW 12th Ave.,Portland,OR,97201,US,45.52519,-122.6833,,,3
202392103,Dockside Saloon & Restaurant,,http://www.docksidesaloon.com/,2047 SW Naito Parkway,Portland,OR,97209,US,45.50805,-122.6775,dockside@docksidesaloon.com,503-241-6433,1
202392105,Rontoms,,,600 E Burnside St.,Portland,Oregon,,United States,45.5228,-122.66,,,14
202392106,Barracuda,Two blocks from the Old Town / Chinatown MAX stop.\r\n\r\nOne block West to 2nd\r\n\r\nOne and a half blocks South towards Burnside,http://www.clubbarracuda.com/,9 NW 2nd Ave,Portland,OR,97209,US,45.52349,-122.6727,,503.228.6900,2
202392110,Beermongers,Open 11am - 9pm daily\r\n,http://www.thebeermongers.com,1125 SE Division,Portland,Oregon,97202,US,45.50512,-122.654,,(503) 234 6012 ,1
202392116,Beaverton Public Library - Conference Room ,,,12375 SW 5th St,Beaverton,OR,97005,US,45.48406,-122.8041,,,6
202392119,Portland Ten,,,215 NW Park Ave.,Portland,OR,97209,US,45.52476,-122.6793,,,1
202392124,New Horizons Learning Center,,,9800 SW Nimbus Ave,Beaverton,OR,97008,US,45.44842,-122.7901,,,1
202392126,Seattle Space Needle,The Space Needle in Seattle,,400 Broad Street,Seattle,WA ,98109,US,47.62014,-122.3484,,,1
202392129,Olive Garden Restaurant (Lake Oswego),In Lake Oswego at the 217 and I5 interchange.,,6355 Meadows Road,Lake Oswego,OR,97035,US,45.41836,-122.742,,,1
202392141,"Tiffany Center, Portland",,http://www.tiffanycenter.net/TiffanyCenter/MAP.html,1410 SW Morrison,Portland,OR,97205,US,45.52115,-122.6864,,,1
202392142,Next to East Burn,,,1800 East Burnside Street,Portland,OR,97214,US,45.52287,-122.6475,,,1
202392143,Intel Hawthorn Farms 3 (HF3) Campus,,,5200 NE Elam Young Pkwy,Hillsboro,OR ,97124,US,45.5322,-122.9249,,,42
202392146,Bar Vendetta,,,4306 North Williams,Portland,Oregon,97217,United States,45.5646,-122.667,,,3
202392152,City of Hillsboro Civic Center,,,150 E. Main Street,Hillsboro,OR,97123,US,45.52265,-122.9885,,,2
202392160,"Oregon Public Broadcasting, 7140 SW Macadam Avenue, Portland, OR, 97219",,http://pubcampopb.eventbrite.com/,7140 SW Macadam Avenue,Portland,OR,97219,US,45.47232,-122.6711,,,1
202392163,Webinar,,,,,,,null,null,null,,,10
202392165,TechAmerica Oregon Board Room,,http://www.techamerica.org/oregon,5285 SW Meadows Road,Lake Oswego,OR,97035,US,45.41824,-122.7306,,503.624.6050,2
202392166,World Forestry Center,,http://www.worldforestry.org/,4033 Southwest Canyon Road,Portland,Oregon,97221-2798,US,45.51,-122.7181,,503.228.1367,1
202392167,PCC Willow Creek Center,near SW 185th and Baseline Road,,241 SW Edgeway Drive ,Beaverton,OR,97006,US,45.51768,-122.868,,,2
202392169,Shopigniter Office,"The goal of ShopIgniter is to bring human interaction to eCommerce with social media tools, bridging the offline and online shopping experience.<br><em>Across the street from the bocce ball courts</em>",http://www.shopigniter.com,"411 NW Park Ave, Suite 303",Portland,OR,97209,US,45.52612,-122.6793,,,24
202392173,Small Society offices,,,"517 SW 4th Avenue, Fourth Floor",Portland,OR,97204,US,45.51951,-122.6762,,,14
202392174,OHSU Center for Health & Healing,,http://www.ohsu.edu/xd/about/visiting/locations/chh.cfm,3303 S.W. Bond Ave.,Portland,OR,97239,US,45.49869,-122.6713,,,6
202392183,"University of Portland, Shiley Hall, Room 123",,,5000 N Willamette Blvd,Portland,OR,97203,US,45.57189,-122.7281,,,2
202392186,Ethicspoint,,,"6000 Meadows Rd, Ste 200",Lake Oswego,OR,97035,US,45.41767,-122.7321,,,1
202392187,GDFC,"An informal living-room-style venue.  Because it's a living room.  But a big lovely one with lots of space, amenities, and comfy, warm atmosphere.",,3968 SE Mall St. Unit A,Portland,OR,97202,US,45.49079,-122.6213,joelbrock@gmail.com,,3
202392199,Daybreak Cohousing,"Community Vision   \r\nTo live where we are...\r\n\r\nGrowing Community, Diversity and Ecology in an Urban Village\r\n\r\nWe challenge and hold each other accountable to thrive and flourish by:\r\n\r\n   Welcoming, honoring and sharing a diversity of experience, wisdom, heritage, beliefs and spiritual path\r\n   Nurturing a rich and vibrant social fabric\r\n  Creating a true sense of belonging\r\n  Sharing, respecting and tending to each other’s lives\r\n  Making conscious choices that honor our relationship to the earth\r\n  Developing a sense of community with the neighborhood\r\n  Learning and growing together\r\n  Providing the support and freedom to pursue our dreams\r\nOur vision is a representation of our community values. Under the guidance of the Vision Team, the community is continuing to develop more detailed descriptions of these overarching values. \r\n",http://DaybreakCohousing.org,2525 N Killingsworth,Portland,OR,97217,US,45.56276,-122.6931,AskAboutUs@daybreakcohousing.org,503-310-7044,2
202392201,LeftBank Project,,http://leftbankproject.com/,240 N Broadway,Portland,OR,97205,US,45.5351,-122.6684,,,2
202392203,Eliot Center (First Unitarian Church),,http://eliotcenterportland.org/,1226 SW Salmon St,Portland,OR,97201,US,45.51859,-122.686,,,51
202392205,Autonomy,,http://www.facebook.com/pages/Autonomy-Hive/123714740978540,316 Nw 4th Ave ,Portland,OR,97209,US,45.52539,-122.6745,,,1
202392207,Landmark Saloon,,http://thelandmarksaloon.com/,4847 SE Division St,Portland,OR,97206,US,45.50532,-122.6123,landmarksaloon@gmail.com,503-894-8132,1
202392209,Norse Hall,,,111 NE 11th Ave,Portland,OR,97232,US,45.52385,-122.6549,,,3
202392211,raSANTIAGO + Associates LLC (raSA),"raSANTIAGO + Associates LLC (raSA) creates community, constituency and customers centric web apps.  We serve social justice oriented small businesses, non-profits and community organizations. ",http://www.rasantiago.com/,"107 SE Washington Avenue, Suite 545 ",Portland,OR,97214,null,45.51863,-122.6641,info@rasantiago.com,8003940474,2
202392212,Oregon State Unversity Foundation Portland Center,"The OSU Foundation Portland Center is the hub of Oregon State activity in Portland.  The Center is located on the fifth floor of the Union Bank Building on Broadway between Washington and Stark in the heart of downtown Portland.  \r\n\r\nMore than 20 employees of the OSU Foundation, OSU Alumni Association, and other OSU units have permanent offices in the Portland Center, and the Center also functions as a home away from home for Corvallis-based OSU employees. ",http://osufoundation.org/portland/,707 SW Washington St.,Portland,OR,97205,US,45.52115,-122.6792,,,1
202392218,"PCC Willow Creek Center, Room 313",,,241 SW Edgeway Drive,Beaverton,OR,97006,US,45.51832,-122.8702,,,1
202392221,"Hilton Garden Inn, Beaverton",,,15520 NW Gateway Court,Beaverton ,OR,97006,US,45.52761,-122.8358,,,3
202392224,CowFish,,,62 W. Broadway,Eugene,OR,97401,US,44.04991,-123.0936,,,0
202392225,Revelation Inc,"Revelation Inc. develops Web and mobile qualitative research software that combine the richness of ethnography with the reach of the Internet. Revelation's simple, engaging software applications deliver a 360-degree view of consumers. Visit Revelation's website: <a href=\http://revelationglobal.com/\>www.RevelationGlobal.com</a> for more information or call Tel. No. 503-808-1492",http://revelationglobal.com,1200 NW Naito Parkway,Portland,OR,97209,US,45.53167,-122.6769,info@revelationglobal.com,503-808-1492,3
202392226,Key Bank ,,http://cintamedia.com/social-media-company-portland/social-media-meetup,1222 SW 6th Ave,Portland,OR,97204,US,45.51571,-122.6804,cory@theabundantartist.com,503-985-6741,1
202392227,TBD Eugene,,,null,Eugene,OR,null,US,44.05207,-123.0868,,,1
202392233,Clark College - Corporate Learning Center,,http://www.clark.edu/corporate_continuing_education/clc_rental,18700 East Mill Plain Blvd,Vancouver,WA,98683,US,45.60079,-122.5144,clc@clark.edu,360-992-2508,1
202392234,OTBC (Oregon Technology Business Center),"OTBC, the Oregon Technology Business Center, provides coaching, networking events, entrepreneurship programs, and shared office space to help tech, biotech, cleantech and opentech start-up ventures succeed. We can help you: Avoid common problems in setting up your company. Validate your market. Protect your intellectual property. Develop your business plan. Get your company investor-ready. Close an investment round. Set up effective start-up operations to help you execute to plan. Find people for your team. And grow your start-up into a successful company.\r\n\r\n<b>Getting there</b>\r\n\r\nAccess from 217 South: Hall exit; turn right on Hall, left on Creekside\r\n\r\nAccess from 217 North: Scholls Ferry exit; right onto Scholls Ferry, left onto Hall, left on to Creekside\r\n\r\nAccess from WES (Westside Express Service): Hall/Nimbus stop; 10 minute walk west on Hall, left on Creekside\r\n\r\nAccess by Bus: Tri-Met numbers 76 and 78\r\n\r\nAccess by MAX Connect to MAX at the Beaverton Transit Center via either WES (runs mornings and evenings) or either bus 76 or 78 (service every 15 minutes on weekdays).",http://www.otbc.org,8305 Southwest Creekside Place,Beaverton,Oregon,97008,US,45.45936,-122.7936,,,111
202392241,Hotel Deca,,http://www.hoteldeca.com/deca_hotelinfo.aspx,4507 Brooklyn Ave NE,Seattle,WA,98105,US,47.66178,-122.3146,,,2
202392247,Center For Health and Healing (CHH),,,3303  Sw Bond Ave,Portland,OR,97239,US,45.4986,-122.6712,,,1
202392249,Meet at Nines Hotel ride to Corvallis and Back,,,525 SW Morrison,Portland,Oregon,97204,US,45.51895,-122.6781,,,1
202392252,Powell's Technical Books,Corner of NW 10th & NW Davis.  Powell's Technical Bookstore's new location.,,40 NW 10th Ave,Portland,Oregon,97209,US,45.52348,-122.6809,,,20
202392256,Full Life Cafe,,,3301 NE Sandy Blvd,Portland,OR,97232,US,45.53214,-122.6305,,,1
202392258,Globe Bar Cafe,"European/Northwest style bar cafe.  Northwest wines and beers, classic cocktails and local spirits.  Artisan pizzas and tapas.  Vintage board games and puzzles.  Engaging library and fire pit.",http://www.globepdx.com,2045 SE Belmont St.,Portland,Or,97214,US,45.51664,-122.6446,globepdx@gmail.com,503/488-5701,6
202392260,theSlate,Cultural Incubator run by Department Zero for Scion NW,http://www.nwscionevents.com/the-slate,2001 NW 19th Ave,Portland,OR,97209,US,45.53707,-122.6908,,,2
202392264,Cafe Delirium,null,null,308 North Main Avenue,Gresham,Oregon,97030,United States,45.4998,-122.431,null,null,6
202392266,@anselm's house,,,4804 N Borthwick,Portland,Oregon,,United States,45.5576,-122.674,,,1
202392267,Hotel Modera,,,515 Southwest Clay Street,Portland,OR,97201,US,45.51375,-122.6807,,,0
202392268,Abstract Machines Design & Development,,,1235 SE Division Suite 111,Portland,OR,97202,US,45.50512,-122.6529,,,1
202392271,Jigsaw Renaissance,null,null,1026 Madison Street,Seattle,Washington,98104,United States,47.609,-122.326,null,null,1
202392272,"16475 SW Cynthia Street, Beaverton Oregon",,,16475 SW Cynthia Street,Beaverton, Oregon,97007,US,45.4686,-122.8465,,,1
202392273,Bink Studios,,,"240 N Broadway, Suite 213",Portland,OR,97227,US,45.5351,-122.6684,,,1
202392274,Core 77 Hand Eye Supply Store,null,null,23 NW 4th Ave,Portland,Oregon,null,United States,45.5233,-122.674,null,null,1
202392278,Intel Ronler Acres Multi-Purpose Room 1,"Fist light south of Evergreen Parkway, Flag poles in front, Check in with security guard. \r\n",http://www.bing.com/maps/explore/?org=aj#/fotw1o04svrqm3xg,2501 NW 229th Avenue,Hillsboro,Oregon,97124,US,45.54135,-122.9149,,,1
202392280,Sam's Restaurant and Lounge,null,null,12566 SE 93rd Avenue,Clackamas,Oregon,97015,United States,45.4322,-122.569,null,null,1
202392290,Place Gallery,,http://placepdx.tumblr.com/,700 SW Fifth Avenue,Portland,OR,97204,US,45.51833,-122.6772,,,1
202392292,The Canvas Art Bar,,http://www.thecanvaspdx.com/,1800 NW Upshur,Portland,OR,97209,US,45.53615,-122.69,,503.206.6964,4
202392294,EasyStreet Online Services,Colocation and Managed Hosting Services data center.,http://easystreet.com,9705 SW Sunshine Court,Beaverton,OR,97210,US,45.47597,-122.7776,info@easystreet.com,503-646-8400,1
202392296,The Process Work Institute,Parking entrance is at the west side of the building. Please park by the back side of the building.,http://processwork.org/,2049 NW Hoyt St.,Portland,Oregon,97209,US,45.52715,-122.6937,pwi@processwork.org,503.223.8188,3
202392298,Sunset Lanes Bowling Center Lounge,,,12270 SW Walker Rd,Beaverton,OR,97005,US,45.50141,-122.8059,,,3
202392299,Mercy Corps,,http://mercycorps.org,45 SW Ankeny Street,Portland,Oregon,97204,US,45.5181,-122.6744,,(503) 796-6800 ‎,19
202392302,FlightStats,,http://www.flightstats.com/,"522 SW 5th Ave, Suite 200",Portland,OR,97204,US,45.51969,-122.6771,,,16
202392308,Ve De Boheme,"Winery, Wine Store, Food, Live Music, great atmosphere, close in SE Portland.\r\n\r\nhttp://www.yelp.com/biz/vie-de-boheme-portland",http://www.viedebohemepdx.com,1530 SE 7th Avenue,Portland,OR,97234,US,45.51174,-122.6584,,,1
202392311,Vicki's Office Building,,,2625 SE Hawthorne Blvd,Portland,Oregon,97214,US,45.51231,-122.6386,,,1
202392312,KEEN Community Room ,,,null,Portland,OR,97209,US,45.53352,-122.6853,,,1
202392319,Rogue Valley Country Club,,,null,Medford,OR,97504,US,42.32652,-122.8756,,,1
202392320,"McMenamin's Greenway, Tigard",,http://www.mcmenamins.com/331-mcmenamins-greenway-pub-home,,Tigard,OR,97223,US,45.43123,-122.7715,,(503)590-1865,1
202392321,Columbia Gorge Discovery Center and Museum,,,null,The Dalles,OR,97058 ,US,45.59456,-121.1787,,,1
202392324,"215 NW Park Avenue, Portland, OR",null,null,null,null,null,null,null,null,null,null,null,1
202392325,Second Story Interactive Studios,"Since 1994, Second Story has conceptualized, designed, and developed interactive media experiences in diverse formats that enchant, inform, and entertain—pioneering ever more effective ways to inspire wonder and connect audiences to ideas and information.\r\n\r\nSecond Story is committed to nurturing and supporting the local creative and tech community. One way we do this is through hosting events for specific user groups and associations.",http://secondstory.com,714 N Fremont St #200,Portland,Oregon,97227,US,45.54363,-122.6764,info@secondstory.com,5038277155,5
202392332,Emma,,,"524 E Burnside St., Suite 510",Portland,Oregon,97214,United States,45.5229,-122.66,,,4
202392333,Benson Polytechnic High School,Auditorium takes 1700 people or so.,http://bensonhs.net/,546 NE 12th Ave,Portland,OR,97232,null,45.52726,-122.653,,(503) 916-5100,0
202392367,Henry V,,http://www.henryVevents.com,6360 NE ML King Blvd,Portland,OR,97211,US,45.56888,-122.6609,,,3
202392368,Tualatin Valley Fire & Rescue (Station 61),,http://tvfr.com‎,13730 SW Butner Road,Beaverton,OR,97005,US,45.51398,-122.8185,,,33
202392371,NodeArborLodge,A private home in the Arbor Lodge neighborhood,http://wiki.personaltelco.net/NodeArborLodge,6856 N Greeley Ave,Portland,Oregon,97217,US,45.57259,-122.6952,,,1
202392378,Tugboat Brewing Company,,http://www.d2m.com/Tugwebsite/,711 SW Ankeny St,Portland,OR,97205,US,45.52267,-122.6778,,503-226-2508,2
202392383,"Equilibrium Capital,  8th Floor Conference Room  1",,,1331 Nw Lovejoy St,Portland,OR,97209,US,45.53005,-122.6848,,,1
202392384,Janrain Headquarters,user management platform for the social web,http://www.janrain.com/,519 SW 3rd Ave. Suite 200,Portland,OR,97204,US,45.51931,-122.6751,jloope@janrain.com,,80
202392387,The New Civilization,,,null,PORTLAND,OR,97211,US,45.59457,-122.5576,kgray@thenewcivilization.com,503891,1
202392391,New Copper Penny,,,5932 SE 92nd Ave,Portland,OR,97266,US,45.4793,-122.5683,,,1
202392392,Migration Brewery,null,null,2828 NE Glisan Street,Portland,Oregon,null,United States,45.5265,-122.637,null,null,4
202392399,Director Park,,http://en.wikipedia.org/wiki/Director_Park,SW 9th Ave and SW Yamhill,Portland,Oregon,97205,US,45.5191,-122.6815,,,2
202392402,Portland Memorial Coliseum,,,300 North Winning Way,Portland,OR ,97208,US,45.5333,-122.6674,,,1
202392403,DASH 3 Portland,null,null,SW 5th and SW Yamhil,Portland,Oregon,null,United States,45.5118,-122.676,null,null,1
202392412,Ziba Design - Auditorium,null,null,810 NW Marshall,Portland,Oregon,97209,United States,45.5308,-122.68,null,null,12
202392419,Coyote's Bar and Grill,,,5301 W Baseline Rd,Hillsboro,OR,97123,US,45.52037,-122.9278,,(503) 640-7225,2
202392422,Jupiter Hotel & Bossanova Ballroom,,,722 E Burnside St,Portland,OR,97214,US,45.52283,-122.6582,,,3
202392433,Portland State University Rec Center – Auditorium 1,,,1800 SW 6th,Portland,OR,97201,US,45.51173,-122.6826,,,1
202392436,Coalition Brewing,,http://www.coalitionbrewing.com/,2724 Se Ankeny St,Portland,OR,97214,US,45.52213,-122.6378,,,2
202392680,The MEZZ Espresso Bar,,http://wholefoodsmarket.com/stores/pearl/the-mezz/,NW 12th Avenue & West Burnside Street,Portland,Oregon,97209,US,45.52295,-122.6831,,(503) 525-4343,2
202392683,South Park Blocks Playground - SW Park Ave from Salmon St to Jackson St,null,null,null,null,null,null,null,null,null,null,null,0
202392684,North Park Blocks Playground,,,NW Davis St & NW Park Ave,Portland,OR,97209,null,45.52414,-122.6788,,,1
202392685,"KOIN Tower, 2nd floor Conference Room",,,222 SW Columbia St,Portland,OR,97201,US,45.51338,-122.6776,,,11
202392686,Pied Piper Pizza,,,12300 NE Fourth Plain Rd.,Vancouver,WA,98682,US,45.66941,-122.5468,,,65
202392687,McMenamins Grand Lodge,"Former Masonic retirement home, now a McMenamins hotel, spa and conference center.",http://mcmenamins.com/grandlodget,3505 Pacific Ave.,"Forest Grove, ",OR,97116,US,45.52111,-123.086,info.gl@mcmenamins.com,503.992.9533,1
202392689,Portland State University - Native American Student and Community Center,,,710 SW Jackson St,Portland,Oregon,97201,US,45.50934,-122.6856,,,2
202392698,Springwater Corridor Trail,,,,,,,null,null,null,,,0
202392704,Bunk Bar,The bar version of Bunk Sandwiches.,http://bunkbar.com/,1028 Se Water Ave #130,Portland,OR,97214,US,45.5154,-122.6657,,503-894-9708,27
202392706,Microsoft Portland Office (Pearl District),,,"1414 NW Northrup St, Suite 900",Portland,OR,97209-2798,US,45.53138,-122.6867,,,68
202392708,PSU Professional Development Center,,http://www.pdc.pdx.edu/,"1515 SW 5th, 1050",Portland,OR,97201,US,45.51333,-122.6812,,,2
202392709,Purest Café,,http://purestcafe.net/,15 SW Ash Street,Portland,OR,97204,US,45.52153,-122.6705,,,1
202392714,"Papa's Pizza on Coberg Rd, Eugene",,,1577 Coburg Road,Eugene,OR,97401,US,44.07929,-123.0677,,,2
202392716,"Vintage Plaza, Tuscany A and B Room",,,422 SW Broadway ,Portland,OR,97205,US,45.52094,-122.6786,,,1
202392717,BG Plaza Beaverton,"The Going Mobile Seminar is presented by Portland mobile marketing company LynkSnap™ and Oregon Website Design™.\r\n\r\nCurious QR Codes Presented by Jeff Lorton of LynkSnap™\r\n\r\nLearn where QR Codes come from, how they work and where you can get them. Find out the best ways QR Codes can connect people to product and tell you more about your customers.\r\n\r\nMobile Web 101 Presented by Mike Rocheleau of Oregon Website Design™\r\n\r\nHaving a mobile optimized web site is critical as more and more consumers rely on their mobile device for Internet browsing. Learn how to create a successful mobile web presence, \mobilize\ your domain name and marry it to your current site.\r\n\r\nMobilize Your Marketing Presented by Valerie Anctil, LynkSnap™\r\n\r\nTop companies and brands are unveiling new advertsing campaigns daily that use QR codes as a bridge to mobile sites. Find out what is working and how to creatively adapt mobile to your existing marketing efforts.",http://goingmobileseminar.com,3800 SW Cedar Hills Blvd,Beaverton,OR,97005,US,45.49168,-122.8101,jeff@lynksnap.com,5035504272,2
202392719,McFadden's Restaurant and Saloon,,,107 Northwest Couch St,Portland,OR,97205,US,45.52395,-122.6717,,,1
202392720,"PSU Fourth Avenue Building Room FAB 10, Harrison Street Entrance",,,"1940 SW 4th Ave, Room FAB 10",Portland,OR,97201,US,45.50925,-122.6816,,,1
202392726,Portland State University - School of Business SBA 450 ,,,Sw 6th Ave & Sw Harrison St,Portland,OR,97201,US,45.51111,-122.683,,,1
202392727,Portland Community College - Sylvania Campus - ST Building - Room 107 ,,,12000 Sw 49th Ave,Portland,OR,97219,US,45.43835,-122.731,,,1
202392732,Online (Portland),,,,,,,null,null,null,,,8
202392733,Brothers Launch Site,"This is one of the launch sites managed by OregonRocketry. OregonRocketry is an organization of people dedicated to the promotion of model, sport and amateur rocketry.",http://www.oregonrocketry.com/?page_id=78,,Bend,Or,,null,43.7983,-120.6477,,,1
202392734,Portland,"This contest encompasses photos taken across all of Portland. Though we are planning for a kick-off and closing, in Portland metro area, but attendance is not needed. Photo entries must be uploaded simply by owner between the contest times.",http://www.portlandwiki.org/Photocontest,null,Portland,OR,null,US,45.52345,-122.6762,info@spellmanux.com,,1
